"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","ALCOHOLTYPE (CODE)","ALCOHOLTYPE (DISPLAY)","ALCOHOLTYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_SPIRITS","Spirits","","0.02","0.01809","0.01119","0.02571","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_TOTAL","All types","","0.03","0.02756","0.01965","0.03628","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_WINE","Wine","","0.00","0.00089","0.00053","0.00126","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_BEER","Beer","","0.01","0.00972","0.00590","0.01380","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_SPIRITS","Spirits","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_TOTAL","All types","","0.01","0.00972","0.00590","0.01380","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAFG","(FAO) 1961-2015; (FAO, IWSR) 2016-2018","","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","SA_WINE","Wine","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","0.90","0.90147","0.53839","1.27261","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01046","0.00643","0.01462","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.18","0.18372","0.11022","0.25314","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","1.47","1.47439","1.09341","1.88023","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","0.38","0.37875","0.24129","0.52241","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","1.19","1.18600","0.67420","1.66108","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01046","0.00643","0.01470","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.18","0.18372","0.11487","0.25549","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","1.94","1.94025","1.38590","2.43105","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","0.56","0.56007","0.33424","0.77961","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","1.31","1.31104","0.82848","1.82223","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01046","0.00619","0.01424","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.18","0.18372","0.11247","0.26063","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","2.08","2.07512","1.52789","2.69056","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","0.57","0.56991","0.35559","0.78913","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","1.32","1.32056","0.80055","1.80708","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01046","0.00657","0.01456","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.18","0.18372","0.10927","0.25622","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","2.20","2.20275","1.60609","2.74236","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","0.69","0.68801","0.41930","0.95225","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","1.44","1.44496","0.89553","2.00366","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01046","0.00643","0.01434","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.18","0.18372","0.10480","0.25596","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","2.41","2.41274","1.77823","3.05955","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","0.77","0.77360","0.46879","1.08329","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","2.40","2.39736","1.39094","3.32645","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01048","0.00659","0.01455","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.07","0.07015","0.04377","0.09728","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","3.49","3.48640","2.40987","4.46835","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","1.01","1.00842","0.60045","1.40482","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","2.73","2.73110","1.67034","3.81996","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01090","0.00677","0.01493","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.07","0.07451","0.04328","0.10257","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","4.02","4.02043","2.90544","5.22117","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2006","2006","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","1.20","1.20392","0.75082","1.70144","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","2.91","2.90574","1.75081","4.04623","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.02","0.01855","0.01179","0.02549","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.51","0.51408","0.31541","0.71652","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","4.68","4.67969","3.42125","5.98596","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","1.24","1.24133","0.78116","1.72435","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","AGO","Angola","","SA_BEER","Beer","","3.27","3.26552","1.98233","4.52684","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","AGO","Angola","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.03","0.02696","0.01634","0.03773","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","AGO","Angola","","SA_SPIRITS","Spirits","","0.55","0.54600","0.32173","0.74105","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHAGO","(FAO) 1961-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2008","2008","","AFR","Africa","","AGO","Angola","","SA_TOTAL","All types","","5.19","5.19452","3.81229","6.56540","","",""
